"","Customer_Age","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Exited","male","id"
"6191",44,3,"Graduate","Single","$80K - $120K","Blue",33,6,3,3,4131,785,0.543,906,22,1.2,0.19,0,1,424
"6192",44,3,"Graduate","Single","$40K - $60K","Blue",38,3,1,0,11749,788,0.688,1178,27,0.929,0.067,0,0,136
"6193",46,4,"Uneducated","Unknown","$40K - $60K","Blue",40,6,3,1,1474,843,0.751,4452,65,1.097,0.572,0,0,7553
"6194",36,1,"Unknown","Single","Less than $40K","Blue",26,3,3,2,2517,0,0.946,3569,62,0.771,0,0,0,2826
"6195",54,3,"High School","Married","$80K - $120K","Blue",48,3,4,3,3288,2517,0.84,2717,46,0.438,0.766,1,1,6901
"6196",65,0,"Uneducated","Single","Less than $40K","Blue",54,3,1,5,2644,1691,0.755,3495,70,0.628,0.64,0,1,2897
"6197",56,4,"College","Single","$80K - $120K","Blue",41,6,1,4,17753,1899,0.851,3986,64,0.73,0.107,0,1,3066
"6198",48,3,"High School","Married","$60K - $80K","Blue",36,1,2,5,8431,0,0.222,5189,57,0.357,0,1,1,9964
"6199",30,0,"High School","Single","Less than $40K","Blue",36,5,1,1,1536,801,0.944,3904,74,0.897,0.521,0,0,6613
"6200",61,0,"High School","Married","Less than $40K","Blue",47,1,3,4,4130,0,0.814,2418,57,0.781,0,1,0,6191
"6201",26,0,"Graduate","Single","$60K - $80K","Blue",13,3,3,3,7102,0,0.537,2411,41,0.281,0,0,1,1917
"6202",49,2,"Post-Graduate","Single","Unknown","Blue",36,3,3,2,24904,0,0.636,5176,71,0.479,0,0,0,2619
"6203",53,2,"Graduate","Single","$80K - $120K","Blue",36,5,3,2,5272,1515,0.857,1289,33,0.435,0.287,0,1,76
"6204",44,2,"High School","Married","$60K - $80K","Blue",36,3,2,1,7317,959,0.653,5082,86,0.686,0.131,0,1,7822
"6205",55,2,"Uneducated","Divorced","$60K - $80K","Blue",49,4,5,3,10127,1873,0.573,1647,53,0.472,0.185,0,1,914
"6206",55,2,"Uneducated","Single","$60K - $80K","Silver",48,5,3,3,34516,1384,0.625,3807,82,0.864,0.04,0,1,6372
"6207",54,5,"Unknown","Married","Less than $40K","Blue",36,5,6,1,2708,1616,0.669,4237,87,0.706,0.597,0,0,6938
"6208",44,3,"College","Married","$40K - $60K","Blue",30,2,3,3,9317,847,0.765,4121,81,0.723,0.091,0,1,7989
"6209",41,4,"Graduate","Married","Less than $40K","Blue",36,4,1,1,4632,0,0.637,4306,63,0.75,0,0,0,3540
"6210",53,2,"Post-Graduate","Unknown","$80K - $120K","Blue",36,4,2,0,29205,1208,0.957,1556,43,1.048,0.041,0,1,466
"6211",59,0,"Post-Graduate","Married","$40K - $60K","Blue",40,1,4,1,1438.3,0,1.038,689,23,0.353,0,1,0,262
"6212",35,2,"Uneducated","Unknown","$120K +","Blue",29,5,1,2,3300,1731,0.689,1745,27,0.929,0.525,0,1,2159
"6213",37,3,"Graduate","Married","$40K - $60K","Blue",36,6,4,1,3908,1629,0.775,1903,30,0.5,0.417,0,1,2027
"6214",60,1,"Uneducated","Married","Less than $40K","Blue",36,1,3,4,3316,0,0.372,1684,19,0.188,0,1,1,5324
"6215",54,1,"High School","Married","$120K +","Blue",42,5,3,3,3251,1919,0.56,1406,31,0.24,0.59,0,1,2578
"6216",42,4,"Graduate","Divorced","$80K - $120K","Blue",35,3,2,2,18274,1623,0.681,3886,81,0.8,0.089,0,1,3898
"6217",31,1,"Unknown","Married","$40K - $60K","Blue",23,5,1,2,13427,1562,0.537,13117,108,0.714,0.116,0,1,9807
"6218",50,3,"Graduate","Married","$120K +","Blue",35,1,1,2,34516,1638,0.761,14474,121,0.833,0.047,0,1,9384
"6219",31,1,"Unknown","Married","Less than $40K","Silver",36,2,3,1,10353,1520,0.724,15028,124,0.746,0.147,0,0,9442
"6220",45,4,"Post-Graduate","Single","$40K - $60K","Blue",35,3,5,2,1850,621,0.682,4234,74,0.682,0.336,0,0,6763
"6221",44,3,"Unknown","Single","$120K +","Blue",37,3,1,5,3650,2512,0.739,4599,75,0.471,0.688,0,1,2795
"6222",46,2,"Graduate","Married","$120K +","Blue",34,2,3,3,1754,894,0.691,4874,79,0.837,0.51,0,1,7930
"6223",39,0,"High School","Single","Less than $40K","Blue",23,5,3,2,3279,0,0.765,5048,75,0.923,0,0,0,5849
"6224",44,2,"Unknown","Married","$60K - $80K","Blue",34,4,4,4,3828,1146,0.681,4558,90,0.636,0.299,0,1,3946
"6225",54,4,"College","Single","Less than $40K","Blue",46,3,2,1,4166,989,0.967,4584,70,1.258,0.237,0,0,7110
"6226",47,5,"Unknown","Married","Unknown","Blue",41,1,2,3,2675,1999,0.679,4138,64,0.561,0.747,0,0,8253
"6227",45,2,"Uneducated","Divorced","$40K - $60K","Silver",40,5,2,2,15785,1174,0.732,8097,105,0.842,0.074,0,0,9085
"6228",54,3,"Graduate","Single","$80K - $120K","Blue",38,4,2,1,29200,1310,1.092,3042,73,1.028,0.045,0,1,3071
"6229",44,1,"High School","Divorced","Less than $40K","Blue",32,1,1,2,2724,1288,0.613,4171,75,1.206,0.473,0,0,8354
"6230",47,2,"Uneducated","Single","Less than $40K","Blue",42,3,1,2,2271,2154,1.13,4150,69,0.865,0.948,0,0,6940
"6231",54,0,"High School","Unknown","Less than $40K","Blue",34,4,3,3,2223,632,0.665,2538,49,0.581,0.284,1,0,6223
"6232",54,2,"Graduate","Married","Unknown","Blue",47,4,3,3,2156,1134,0.669,4120,77,0.711,0.526,0,0,6241
"6233",45,3,"Graduate","Unknown","Less than $40K","Silver",36,3,2,2,14521,0,0.41,4178,66,0.467,0,0,0,3332
"6234",57,4,"High School","Married","$80K - $120K","Blue",38,4,1,3,15428,1553,0.747,1916,40,0.538,0.101,0,1,676
"6235",38,1,"Graduate","Married","Unknown","Blue",29,3,3,3,8953,0,0.403,1982,43,0.303,0,1,0,7705
"6236",44,4,"Unknown","Married","$60K - $80K","Blue",38,3,1,3,2440,1501,0.744,4382,88,0.66,0.615,0,1,4182
"6237",46,3,"Unknown","Married","Unknown","Silver",41,6,3,2,34516,0,0.896,3722,72,0.756,0,0,0,4349
"6238",55,0,"High School","Divorced","$60K - $80K","Blue",46,6,1,2,9734,0,0.785,1476,38,0.9,0,0,1,435
"6239",52,1,"Unknown","Married","$40K - $60K","Blue",39,3,2,1,1438.3,635,0.744,4617,79,0.927,0.441,0,0,7565
"6240",43,3,"Graduate","Single","$80K - $120K","Blue",33,3,3,2,16351,1541,0.763,3475,82,0.673,0.094,0,1,4056
"6241",41,2,"Doctorate","Unknown","Less than $40K","Blue",36,4,1,2,1801,940,0.594,3797,74,0.721,0.522,0,0,5971
"6242",52,1,"High School","Single","$80K - $120K","Blue",44,1,3,2,3770,0,0.544,2387,51,0.5,0,1,1,7902
"6243",55,2,"Doctorate","Married","Unknown","Blue",47,6,1,3,5794,0,0.732,4201,73,0.587,0,0,0,3791
"6244",44,2,"Graduate","Unknown","$80K - $120K","Blue",33,3,2,3,23665,1624,0.574,4190,87,0.706,0.069,0,1,4391
"6245",36,0,"High School","Married","$120K +","Blue",24,3,3,2,10097,2139,1.408,3092,67,0.763,0.212,0,1,3119
"6246",46,4,"Uneducated","Single","$80K - $120K","Blue",28,4,3,2,19843,1178,0.909,1638,49,0.633,0.059,0,1,730
"6247",40,3,"Graduate","Unknown","$40K - $60K","Blue",28,6,2,2,4323,0,0.817,2451,38,0.727,0,1,1,6335
"6248",56,3,"Post-Graduate","Married","$60K - $80K","Blue",39,3,1,2,3955,2517,0.484,1238,25,1.083,0.636,0,1,508
"6249",50,4,"Unknown","Single","Unknown","Blue",44,5,1,1,10721,0,0.861,4962,74,0.51,0,0,0,5576
"6250",52,1,"Unknown","Single","Less than $40K","Blue",43,6,2,1,1438.3,773,1.138,4890,63,0.909,0.537,0,0,7097
"6251",42,3,"Graduate","Married","$40K - $60K","Blue",37,2,2,3,3161,1788,0.865,13692,117,0.828,0.566,0,1,9415
"6252",47,5,"High School","Single","Less than $40K","Blue",35,4,3,5,4165,0,0.813,17093,111,0.82,0,0,1,10110
"6253",41,2,"Unknown","Single","Less than $40K","Blue",29,6,3,0,2701,1839,0.765,4406,80,0.778,0.681,0,0,6644
"6254",47,4,"Unknown","Single","Unknown","Blue",34,1,3,2,5756,860,0.708,5298,72,0.714,0.149,0,0,8442
"6255",35,2,"Doctorate","Married","$40K - $60K","Blue",24,5,2,3,2655,1527,0.715,1921,26,0.444,0.575,0,0,2522
"6256",44,3,"Uneducated","Single","Less than $40K","Blue",36,5,3,1,1438.3,541,0.821,4173,70,1.188,0.376,0,0,7670
"6257",41,3,"Doctorate","Single","Less than $40K","Blue",31,4,2,1,1738,0,0.654,4220,68,0.889,0,0,0,5430
"6258",47,5,"High School","Married","$60K - $80K","Blue",38,4,1,2,7357,1069,0.77,3943,64,0.641,0.145,0,1,4023
"6259",51,1,"Post-Graduate","Single","$40K - $60K","Blue",46,4,1,3,2275,1219,0.639,4807,72,0.6,0.536,0,0,7290
"6260",39,5,"Graduate","Married","Less than $40K","Blue",36,3,3,3,3664,0,0.419,1479,44,0.913,0,1,0,3425
"6261",61,0,"High School","Single","Less than $40K","Blue",36,4,3,4,1760,0,0.457,2285,46,0.643,0,1,0,6302
"6262",39,1,"Graduate","Single","Less than $40K","Blue",30,5,6,2,2669,2397,0.807,3847,65,0.585,0.898,0,0,6582
"6263",43,3,"Post-Graduate","Married","Less than $40K","Blue",35,5,3,3,2435,1595,0.691,5268,88,0.66,0.655,0,0,6602
"6264",32,0,"Graduate","Single","Less than $40K","Blue",26,6,3,3,6942,0,0.544,2657,71,0.69,0,0,1,1988
"6265",57,3,"Unknown","Unknown","Less than $40K","Blue",43,5,3,2,1462,0,0.602,2299,42,0.312,0,1,0,8497
"6266",50,3,"High School","Married","Less than $40K","Blue",36,2,3,3,1572,0,0.74,2447,41,0.577,0,1,0,6266
"6267",41,3,"High School","Married","Unknown","Blue",24,3,1,1,3427,1419,0.685,4218,74,0.805,0.414,0,0,7045
"6268",54,2,"Doctorate","Married","Less than $40K","Blue",35,1,4,2,1685,0,0.457,4155,85,0.667,0,0,0,8529
"6269",52,2,"Graduate","Unknown","Less than $40K","Blue",40,2,1,3,2743,1705,0.605,6993,97,0.54,0.622,0,0,8724
"6270",58,1,"College","Married","$80K - $120K","Blue",47,3,3,3,12151,1799,1.022,918,14,0.556,0.148,1,1,523
"6271",47,3,"Uneducated","Single","Unknown","Silver",33,2,2,3,34516,1930,0.93,16369,125,0.736,0.056,0,0,9650
"6272",49,3,"Doctorate","Divorced","Unknown","Blue",42,1,3,3,3802,1558,0.489,2003,43,0.593,0.41,1,0,6226
"6273",33,2,"High School","Single","Unknown","Blue",25,5,1,4,11922,792,0.667,2154,61,0.525,0.066,0,0,1582
"6274",56,2,"High School","Married","$120K +","Blue",46,4,1,3,27029,1347,0.381,1302,27,0.421,0.05,0,1,2402
"6275",66,0,"Doctorate","Married","Unknown","Blue",56,5,4,3,7882,605,1.052,704,16,0.143,0.077,1,0,40
"6276",39,2,"Unknown","Married","Less than $40K","Blue",33,3,1,3,3251,1937,0.685,4284,85,0.809,0.596,0,0,6178
"6277",53,2,"Unknown","Married","$80K - $120K","Blue",34,4,3,2,1837,875,0.58,2169,43,0.654,0.476,1,1,7301
"6278",48,5,"Graduate","Single","$40K - $60K","Blue",38,2,3,3,4446,0,0.963,8753,76,0.949,0,1,1,9579
"6279",30,1,"College","Single","Less than $40K","Blue",36,4,3,6,4541,0,0.976,7996,80,0.778,0,1,0,9267
"6280",43,4,"Unknown","Married","$40K - $60K","Blue",39,5,1,2,6111,2517,0.632,1221,16,2.2,0.412,0,1,132
"6281",39,4,"Uneducated","Single","Less than $40K","Blue",36,5,3,4,1623,729,0.886,4423,65,0.806,0.449,0,0,5370
"6282",40,3,"High School","Unknown","Less than $40K","Blue",33,1,3,4,2420,191,0.818,2478,43,0.433,0.079,1,1,8123
"6283",48,4,"College","Divorced","Less than $40K","Blue",41,4,3,2,3745,2517,0.672,4550,78,0.857,0.672,0,0,7716
"6284",47,2,"Graduate","Married","Less than $40K","Blue",34,5,2,2,3156,1644,1.052,1151,31,1.385,0.521,0,0,368
"6285",46,3,"Graduate","Single","$40K - $60K","Blue",36,4,2,3,1438.3,0,0.951,4374,71,0.775,0,0,1,4392
"6286",48,4,"Post-Graduate","Single","$80K - $120K","Blue",36,6,2,3,30367,2362,1.708,1671,27,0.929,0.078,0,1,17
"6287",45,4,"Graduate","Single","$80K - $120K","Blue",33,3,5,3,31458,1202,0.673,4202,66,0.61,0.038,0,1,3312
"6288",63,1,"Graduate","Unknown","Less than $40K","Blue",52,6,3,3,1438.3,0,0.854,3913,78,0.5,0,0,1,6853
"6289",59,1,"Graduate","Single","$40K - $60K","Blue",53,3,3,3,6035,1392,0.361,1551,32,0.6,0.231,0,1,1309
"6290",54,2,"Post-Graduate","Married","Less than $40K","Blue",48,3,6,3,1638,0,0.163,1702,36,0.125,0,1,0,6084
"6291",48,3,"Post-Graduate","Unknown","$120K +","Blue",35,2,2,6,34516,0,0.464,1632,44,0.333,0,1,1,3050
"6292",39,2,"Post-Graduate","Married","$60K - $80K","Blue",36,6,3,2,5471,2056,0.465,1992,46,0.704,0.376,0,1,2107
"6293",44,2,"Graduate","Unknown","$80K - $120K","Blue",37,3,1,3,1965,1021,0.516,3968,57,0.781,0.52,0,1,5013
"6294",36,3,"High School","Married","Unknown","Blue",30,6,2,2,3399,2173,0.795,1571,34,1,0.639,0,0,1124
"6295",29,0,"High School","Married","$40K - $60K","Blue",13,4,1,4,1458,671,1.583,2449,56,0.931,0.46,0,1,1119
"6296",38,1,"Graduate","Married","$60K - $80K","Blue",31,6,3,3,2405,1553,1.156,2503,40,0.667,0.646,0,1,1518
"6297",43,3,"Uneducated","Single","$80K - $120K","Blue",30,3,2,4,11336,0,0.691,1809,39,0.345,0,1,1,3838
"6298",35,2,"High School","Married","Less than $40K","Blue",30,3,3,1,4549,1193,0.445,1914,33,0.5,0.262,0,0,3015
"6299",45,2,"Uneducated","Married","Unknown","Blue",36,2,1,3,8103,0,0.986,5221,82,0.673,0,0,0,8296
"6300",46,3,"Doctorate","Married","$80K - $120K","Blue",38,6,1,2,12935,1417,0.738,3528,61,0.743,0.11,0,1,6234
"6301",51,4,"Graduate","Single","Less than $40K","Blue",44,5,3,3,1483,0,0.707,2520,40,0.429,0,1,0,8052
"6302",42,3,"Unknown","Divorced","Unknown","Blue",31,5,3,2,2369,1019,0.691,4317,66,0.784,0.43,0,0,6850
"6303",42,3,"College","Married","$60K - $80K","Blue",34,3,3,3,13450,0,0.742,1000,18,0.059,0,1,1,407
"6304",53,3,"Uneducated","Single","Less than $40K","Blue",48,6,2,1,1953,1215,0.667,4253,72,0.8,0.622,0,0,7693
"6305",38,2,"Unknown","Single","$40K - $60K","Blue",29,5,3,2,3276,2331,0.567,4345,68,0.511,0.712,0,0,4664
"6306",49,3,"Uneducated","Married","Less than $40K","Blue",42,6,1,2,3949,1463,1.072,4124,57,0.839,0.37,0,0,6491
"6307",57,2,"Unknown","Married","Less than $40K","Blue",49,5,3,1,2679,2011,0.466,1723,28,0.75,0.751,0,0,3183
"6308",57,1,"High School","Unknown","$40K - $60K","Blue",42,3,1,1,2542,1884,0.715,4518,88,1.095,0.741,0,0,7534
"6309",48,2,"Doctorate","Married","$40K - $60K","Blue",34,3,1,4,5069,1843,0.826,4055,66,0.692,0.364,0,0,5502
"6310",43,4,"Doctorate","Unknown","$60K - $80K","Blue",28,3,2,4,18229,0,0.544,2060,39,0.625,0,1,1,5399
"6311",48,3,"High School","Unknown","Less than $40K","Blue",37,4,2,1,2363,978,0.662,2635,40,0.538,0.414,1,0,7500
"6312",50,2,"College","Married","$40K - $60K","Blue",37,6,2,1,3600,1904,0.72,4946,75,0.531,0.529,0,0,7456
"6313",61,0,"Post-Graduate","Married","$40K - $60K","Blue",53,5,1,2,5561,1434,1.423,1820,42,0.826,0.258,0,1,960
"6314",58,2,"Graduate","Single","$40K - $60K","Blue",50,4,3,3,5386,0,0.777,4846,84,0.68,0,0,0,4994
"6315",42,2,"High School","Married","Less than $40K","Blue",30,6,1,1,3124,0,0.879,4986,79,0.795,0,0,0,8065
"6316",46,3,"Graduate","Unknown","Unknown","Blue",30,3,2,1,8869,0,0.413,1935,40,0.429,0,1,0,5890
"6317",57,2,"Unknown","Single","$80K - $120K","Blue",48,6,4,3,13457,1044,0.722,3303,66,0.737,0.078,0,1,6788
"6318",52,1,"High School","Married","Less than $40K","Blue",44,1,1,1,2563,1765,0.857,4515,77,0.925,0.689,0,0,8331
"6319",33,2,"Uneducated","Unknown","Less than $40K","Blue",21,5,1,4,1475,986,0.896,1896,33,0.833,0.668,0,0,1820
"6320",41,4,"High School","Single","Less than $40K","Blue",21,2,3,1,3429,1504,0.601,4015,76,1,0.439,0,1,8302
"6321",43,5,"Unknown","Single","$40K - $60K","Blue",33,4,3,4,5330,1161,0.558,1441,43,0.387,0.218,0,0,1338
"6322",39,3,"High School","Single","Unknown","Blue",36,3,3,3,2366,1927,0.631,3659,66,0.833,0.814,0,0,7128
"6323",44,5,"Unknown","Married","$60K - $80K","Silver",38,3,2,2,33521,928,0.732,4115,66,0.535,0.028,0,1,4895
"6324",59,0,"High School","Single","$120K +","Blue",36,4,3,3,3422,1039,0.475,3337,65,0.512,0.304,0,1,5031
"6325",50,1,"Graduate","Married","Less than $40K","Blue",35,5,2,2,3510,1881,0.66,3808,81,0.884,0.536,0,0,4576
"6326",52,2,"College","Married","$40K - $60K","Blue",41,3,1,1,3224,2111,0.601,3707,74,0.682,0.655,0,0,5109
"6327",45,0,"Doctorate","Married","$40K - $60K","Silver",36,1,1,3,19107,933,0.88,8987,89,0.561,0.049,0,0,8908
"6328",62,0,"Uneducated","Married","Less than $40K","Blue",50,5,1,2,3791,1648,1.227,2058,34,0.789,0.435,0,0,350
"6329",45,3,"Graduate","Married","Less than $40K","Blue",38,3,3,2,2400,1613,0.629,1311,34,0.417,0.672,0,0,1080
"6330",52,3,"Uneducated","Single","$40K - $60K","Blue",36,2,3,3,1915,1445,0.374,2264,39,0.56,0.755,1,0,8546
"6331",58,1,"Unknown","Married","Less than $40K","Blue",46,6,3,3,3035,1779,0.851,4999,83,0.93,0.586,0,0,6955
"6332",51,1,"Graduate","Single","Less than $40K","Blue",37,1,3,4,7176,0,0.45,1375,33,0.65,0,1,0,3017
"6333",54,2,"Uneducated","Single","$40K - $60K","Blue",50,2,1,3,3682,2517,0.379,1642,35,0.25,0.684,1,1,5085
"6334",49,1,"Graduate","Divorced","Unknown","Silver",43,1,3,1,34516,1163,0.725,3941,71,0.821,0.034,0,0,7723
"6335",49,1,"Graduate","Married","Unknown","Blue",39,1,1,3,5455,2091,0.748,4349,58,0.812,0.383,0,0,8378
"6336",44,4,"Uneducated","Married","$40K - $60K","Blue",33,5,4,3,1527,0,0.531,1877,38,0.462,0,1,1,3534
"6337",51,2,"Unknown","Single","$60K - $80K","Blue",42,3,3,2,13906,1430,0.772,3856,68,1.061,0.103,0,1,5173
"6338",50,5,"Uneducated","Single","Less than $40K","Blue",33,4,3,3,2837,1377,0.564,3928,54,0.8,0.485,0,0,3586
"6339",39,3,"Graduate","Unknown","$80K - $120K","Blue",31,6,2,4,8434,2222,0.691,1414,27,0.929,0.263,0,1,1353
"6340",41,3,"High School","Single","$60K - $80K","Blue",33,4,1,3,9246,0,0.658,4611,91,0.569,0,0,1,4231
"6341",53,1,"Unknown","Married","$120K +","Blue",42,4,1,4,8329,877,0.432,1570,56,0.333,0.105,0,1,1802
"6342",48,4,"Graduate","Married","Less than $40K","Silver",36,2,2,3,10973,1466,0.802,4892,94,0.593,0.134,0,0,8166
"6343",43,4,"Post-Graduate","Married","Less than $40K","Blue",33,2,3,3,8358,926,0.762,1566,37,0.542,0.111,0,0,106
"6344",51,2,"High School","Divorced","Less than $40K","Blue",36,2,1,1,1438.3,0,0.765,4866,65,0.625,0,0,0,7952
"6345",48,3,"Graduate","Divorced","$40K - $60K","Blue",43,2,3,3,9104,145,0.765,2563,34,0.417,0.016,1,1,8559
"6346",43,2,"Uneducated","Married","$80K - $120K","Blue",24,2,2,2,16667,1463,0.803,15301,115,0.797,0.088,0,1,9375
"6347",41,3,"College","Married","Less than $40K","Blue",31,2,2,2,4086,1974,0.775,7932,87,0.642,0.483,0,0,8796
"6348",61,1,"College","Single","Unknown","Blue",50,4,4,1,6673,2458,0.625,4141,82,0.547,0.368,0,0,7371
"6349",49,4,"Graduate","Married","Less than $40K","Blue",42,2,4,3,2575,2517,0.31,1874,40,0.739,0.977,1,0,8521
"6350",51,4,"Doctorate","Married","Less than $40K","Blue",43,6,1,2,2066,1077,0.715,4678,91,0.655,0.521,0,0,7221
"6351",44,4,"High School","Married","$120K +","Blue",33,4,1,4,14527,2070,0.525,3965,58,0.568,0.142,0,1,5073
"6352",58,1,"Unknown","Single","$40K - $60K","Blue",52,3,2,3,3880,2517,0.673,3163,65,0.97,0.649,0,1,3803
"6353",47,4,"Graduate","Single","Less than $40K","Blue",40,6,4,3,2473,0,0.547,2133,44,0.419,0,1,0,5887
"6354",47,3,"Graduate","Married","Less than $40K","Blue",36,5,2,2,7051,0,0.527,1451,37,0.194,0,0,0,837
"6355",51,2,"Post-Graduate","Married","Less than $40K","Blue",44,3,3,4,1438.3,1031,0.582,3308,72,0.674,0.717,0,0,3593
"6356",51,4,"Graduate","Single","Less than $40K","Blue",36,4,3,1,2522,1898,0.674,4122,67,0.763,0.753,0,0,7713
"6357",38,5,"College","Single","$60K - $80K","Blue",25,4,3,0,5597,1118,0.753,4599,89,0.648,0.2,0,1,4029
"6358",38,2,"Graduate","Married","Less than $40K","Blue",18,5,3,3,1686,1206,0.767,4891,68,0.511,0.715,0,0,6559
"6359",46,3,"Graduate","Married","$80K - $120K","Blue",37,3,1,4,4786,0,0.789,4347,69,0.683,0,0,1,3947
"6360",47,2,"Doctorate","Married","Less than $40K","Blue",35,3,2,2,5544,1184,0.85,1336,38,0.652,0.214,0,0,577
"6361",59,0,"High School","Married","$60K - $80K","Blue",48,3,1,3,3868,1384,0.631,4716,79,0.549,0.358,0,1,6992
"6362",52,2,"Graduate","Married","$80K - $120K","Blue",43,6,3,3,11964,800,0.954,4853,85,0.848,0.067,0,1,5935
"6363",54,3,"Graduate","Single","$40K - $60K","Blue",44,6,3,3,5501,0,0.519,2050,51,0.821,0,1,1,4234
"6364",44,3,"Uneducated","Married","Less than $40K","Blue",36,2,3,3,6680,1839,0.617,7632,95,0.532,0.275,0,0,8949
"6365",34,1,"College","Unknown","$40K - $60K","Blue",20,2,1,3,7452,1656,0.6,3339,51,0.962,0.222,0,1,7990
"6366",49,2,"High School","Married","$120K +","Blue",39,2,3,2,11714,949,1.036,5366,68,0.659,0.081,1,1,9088
"6367",45,1,"Unknown","Married","Less than $40K","Blue",33,6,3,2,1438.3,1201,0.749,4851,86,0.72,0.835,0,0,6816
"6368",44,5,"Graduate","Married","Unknown","Blue",35,4,1,2,6273,978,2.275,1359,25,1.083,0.156,0,0,59
"6369",34,3,"Graduate","Single","Unknown","Blue",23,5,1,0,2591,0,0.61,3876,67,0.763,0,0,0,6195
"6370",50,0,"Graduate","Single","Less than $40K","Blue",46,3,2,2,2165,1392,0.734,4194,72,0.946,0.643,0,0,7369
"6371",48,3,"Graduate","Married","$40K - $60K","Blue",30,3,1,3,3235,2517,1.091,1637,43,0.87,0.778,0,1,1320
"6372",64,0,"Graduate","Single","Less than $40K","Blue",36,1,3,4,1682,0,0.75,1811,39,0.5,0,1,0,6492
"6373",38,2,"College","Married","Unknown","Blue",29,2,1,0,3809,1172,0.9,4314,81,0.976,0.308,0,0,8108
"6374",34,2,"Uneducated","Single","$80K - $120K","Blue",36,3,2,0,12182,1136,0.753,2295,63,0.5,0.093,0,1,968
"6375",58,2,"College","Married","$80K - $120K","Blue",44,3,2,2,11811,2508,0.476,1469,29,0.812,0.212,0,1,2437
"6376",44,4,"Unknown","Married","Less than $40K","Blue",28,5,2,3,2020,0,0.716,2621,45,0.552,0,1,0,7963
"6377",54,2,"High School","Married","$120K +","Blue",42,3,2,3,5256,889,0.559,5078,91,0.685,0.169,0,1,7576
"6378",46,2,"Uneducated","Unknown","$60K - $80K","Blue",30,4,3,2,1438.3,681,0.731,2527,38,0.583,0.473,1,1,8343
"6379",50,4,"High School","Married","$40K - $60K","Blue",36,6,1,1,1479,1004,0.827,5116,75,0.974,0.679,0,0,4481
"6380",48,4,"Unknown","Married","$60K - $80K","Blue",36,4,3,3,1622,1249,0.585,4164,66,0.61,0.77,0,1,5919
"6381",61,1,"Unknown","Married","$40K - $60K","Blue",49,1,2,2,5472,788,0.526,705,14,0.273,0.144,1,1,584
"6382",59,0,"Unknown","Single","Less than $40K","Blue",52,3,3,3,2533,2076,0.738,3816,75,0.829,0.82,0,0,6395
"6383",57,3,"Graduate","Married","Less than $40K","Blue",45,1,4,2,1759,186,0.756,2705,35,0.522,0.106,1,0,7254
"6384",46,3,"College","Married","$80K - $120K","Blue",32,4,2,5,20860,1496,0.816,3435,56,0.697,0.072,0,1,2982
"6385",38,3,"Post-Graduate","Married","$60K - $80K","Blue",36,4,3,2,2584,0,0.593,1843,28,0.647,0,0,1,1837
"6386",37,4,"High School","Married","$60K - $80K","Blue",24,3,1,4,5335,2145,0.879,1888,43,0.433,0.402,0,1,1108
"6387",40,3,"Uneducated","Divorced","$80K - $120K","Blue",25,4,3,4,11721,1175,0.779,4187,73,0.825,0.1,0,1,3939
"6388",49,5,"Graduate","Single","Less than $40K","Blue",44,6,1,2,8256,864,1.541,1291,33,3.714,0.105,0,0,2
"6389",45,2,"Graduate","Single","$60K - $80K","Blue",36,1,1,2,3401,0,0.898,744,18,1,0,1,1,277
"6390",46,4,"Doctorate","Single","Less than $40K","Blue",36,2,2,3,2292,0,0.568,2595,31,0.409,0,1,0,8121
"6391",34,2,"High School","Single","Less than $40K","Blue",21,6,1,3,5015,1671,0.689,3161,77,0.878,0.333,0,0,3703
"6392",36,1,"Uneducated","Single","$80K - $120K","Blue",30,4,2,5,13005,2152,1.424,3023,53,0.767,0.165,0,1,2500
"6393",26,0,"High School","Single","Unknown","Blue",13,4,3,3,3038,1460,0.98,2243,38,0.462,0.481,0,0,1907
"6394",46,0,"Graduate","Single","$120K +","Blue",36,6,2,1,2692,1631,0.99,4619,83,0.694,0.606,0,1,7041
"6395",43,3,"High School","Unknown","Less than $40K","Blue",13,6,2,1,2605,2269,0.881,5298,79,0.837,0.871,0,0,7571
"6396",31,1,"High School","Single","Less than $40K","Blue",22,5,1,5,6662,0,0.934,3264,83,0.766,0,0,0,2217
"6397",49,2,"Unknown","Married","$80K - $120K","Blue",39,2,3,4,29865,2097,0.902,8636,74,0.947,0.07,1,1,9922
"6398",43,3,"Unknown","Divorced","$60K - $80K","Blue",30,3,2,1,2588,1669,0.788,1053,31,0.55,0.645,0,1,812
"6399",37,2,"High School","Single","$40K - $60K","Blue",30,6,3,4,4297,0,0.797,4310,76,0.767,0,0,1,4456
"6400",54,3,"Doctorate","Married","$40K - $60K","Blue",39,3,1,3,2112,1594,1.204,1338,29,2.222,0.755,0,0,1096
"6401",46,2,"Graduate","Married","$40K - $60K","Blue",22,6,1,3,2305,1627,0.747,1230,36,0.565,0.706,0,0,436
"6402",55,1,"High School","Married","$80K - $120K","Blue",47,3,3,3,2938,1995,0.514,1352,30,0.429,0.679,0,1,2478
